"","sciname","genus","species","family","order"
"4928","Carpodacus thura","Carpodacus","thura","Fringillidae","Passeriformes"
"4929","Carduelis notata","Carduelis","notata","Fringillidae","Passeriformes"
"4930","Nonnula ruficapilla","Nonnula","ruficapilla","Bucconidae","Piciformes"
"4931","Prodotiscus regulus","Prodotiscus","regulus","Indicatoridae","Piciformes"
"4932","Indicator meliphilus","Indicator","meliphilus","Indicatoridae","Piciformes"
"4933","Picoides tridactylus","Picoides","tridactylus","Picidae","Piciformes"
"4934","Celeus brachyurus","Celeus","brachyurus","Picidae","Piciformes"
"4935","Dendrocopos darjellensis","Dendrocopos","darjellensis","Picidae","Piciformes"
"4936","Dendrocopos himalayensis","Dendrocopos","himalayensis","Picidae","Piciformes"
"4937","Dendrocopos hyperythrus","Dendrocopos","hyperythrus","Picidae","Piciformes"
"4938","Dendrocopos macei","Dendrocopos","macei","Picidae","Piciformes"
"4939","Cincloramphus cruralis","Cincloramphus","cruralis","Muscicapidae","Passeriformes"
"4940","Amazona oratrix","Amazona","oratrix","Psittacidae","Psittaciformes"
"4941","Corvus kubaryi","Corvus","kubaryi","Corvidae","Passeriformes"
"4942","Dinornis ingens","Dinornis","ingens","Dinornithidae","Dinornithiformes"
"4943","Paradoxornis gularis","Paradoxornis","gularis","Muscicapidae","Passeriformes"
"4944","Amazona tucumana","Amazona","tucumana","Psittacidae","Psittaciformes"
"4945","Mycteria ibis","Mycteria","ibis","Ciconiidae","Ciconiiformes"
"4946","Platalea flavipes","Platalea","flavipes","Threskiornithidae","Ciconiiformes"
"4947","Platalea regia","Platalea","regia","Threskiornithidae","Ciconiiformes"
"4948","Egretta ardesiaca","Egretta","ardesiaca","Ardeidae","Ciconiiformes"
"4949","Ptilonorhynchus violaceus","Ptilonorhynchus","violaceus","Ptilonorhynchidae","Passeriformes"
"4950","Halcyon cyanoventris","Halcyon","cyanoventris","Alcedinidae","Coraciiformes"
"4951","Yuhina gularis","Yuhina","gularis","Muscicapidae","Passeriformes"
"4952","Zosterops pallida","Zosterops","pallida","Zosteropidae","Passeriformes"
"4953","Turnix melanogaster","Turnix","melanogaster","Turnicidae","Gruiformes"
"4954","Cacatua tenuirostris","Cacatua","tenuirostris","Cacatuidae","Psittaciformes"
"4955","Eos histrio","Eos","histrio","Loriidae","Psittaciformes"
"4956","Lorius domicellus","Lorius","domicellus","Loriidae","Psittaciformes"
"4957","Trichoglossus johnstoniae","Trichoglossus","johnstoniae","Loriidae","Psittaciformes"
"4958","Oriolus cruentus","Oriolus","cruentus","Oriolidae","Passeriformes"
"4959","Anastomus lamelligerus","Anastomus","lamelligerus","Ciconiidae","Ciconiiformes"
"4960","Synallaxis cinnamomea","Synallaxis","cinnamomea","Furnariidae","Passeriformes"
"4961","Grallaricula ferrugineipectus","Grallaricula","ferrugineipectus","Formicariidae","Passeriformes"
"4962","Calypte anna x costae","Calypte","anna x costae","Trochilidae","Apodiformes"
"4963","Haematopus finschi","Haematopus","finschi","Haematopodidae","Charadriiformes"
"4964","Seiurus aurocapillus","Seiurus","aurocapillus","Parulidae","Passeriformes"
"4965","Helmitheros vermivorus","Helmitheros","vermivorus","Parulidae","Passeriformes"
"4966","Anser erythropus","Anser","erythropus","Anatidae","Anseriformes"
"4967","Gavia arctica","Gavia","arctica","Gaviidae","Gaviiformes"
"4968","Collocalia vulcanorum","Collocalia","vulcanorum","Apodidae","Apodiformes"
"4969","Gyps africanus","Gyps","africanus","Accipitridae","Falconiformes"
"4970","Gyps rueppellii","Gyps","rueppellii","Accipitridae","Falconiformes"
"4971","Hylophilus thoracicus","Hylophilus","thoracicus","Vireonidae","Passeriformes"
"4972","Gyps indicus","Gyps","indicus","Accipitridae","Falconiformes"
"4973","Thalasseus elegans","Thalasseus","elegans","Laridae","Charadriiformes"
"4974","Chroicocephalus philadelphia","Chroicocephalus","philadelphia","Laridae","Charadriiformes"
"4975","Geronticus calvus","Geronticus","calvus","Threskiornithidae","Ciconiiformes"
"4976","Oreothlypis celata","Oreothlypis","celata","Parulidae","Passeriformes"
"4977","Geothlypis tolmiei","Geothlypis","tolmiei","Parulidae","Passeriformes"
"4978","Colaptes chrysoides","Colaptes","chrysoides","Picidae","Piciformes"
"4979","Colaptes campestris","Colaptes","campestris","Picidae","Piciformes"
"4980","Colaptes pitius","Colaptes","pitius","Picidae","Piciformes"
"4981","Colaptes melanochloros","Colaptes","melanochloros","Picidae","Piciformes"
"4982","Colaptes punctigula","Colaptes","punctigula","Picidae","Piciformes"
"4983","Modulatrix stictigula","Modulatrix","stictigula","Muscicapidae","Passeriformes"
"4984","Asio capensis","Asio","capensis","Strigidae","Strigiformes"
"4985","Cuculus poliocephalus","Cuculus","poliocephalus","Cuculidae","Cuculiformes"
"4986","Charadrius nivosus","Charadrius","nivosus","Charadriidae","Charadriiformes"
"4987","Mimus polyglottus","Mimus","polyglottus","Mimidae","Passeriformes"
"4988","Gelochelidon nilotica","Gelochelidon","nilotica","Laridae","Charadriiformes"
"4989","Spinus pinus","Spinus","pinus","Fringillidae","Passeriformes"
"4990","Alcedo semitorquata","Alcedo","semitorquata","Alcedinidae","Coraciiformes"
"4991","Ploceus bertrandi","Ploceus","bertrandi","Ploceidae","Passeriformes"
"4992","Spinus tristis","Spinus","tristis","Fringillidae","Passeriformes"
"4993","Alethe fuelleborni","Alethe","fuelleborni","Muscicapidae","Passeriformes"
"4994","Himantopus knudseni","Himantopus","knudseni","Recurvirostridae","Charadriiformes"
"4995","Aythya baeri","Aythya","baeri","Anatidae","Anseriformes"
"4996","Pitta nipalensis","Pitta","nipalensis","Pittidae","Passeriformes"
"4997","Gallicolumba xanthonura","Gallicolumba","xanthonura","Columbidae","Columbiformes"
"4998","Orthotomus metopias","Orthotomus","metopias","Muscicapidae","Passeriformes"
"4999","Bathmocercus winifredae","Bathmocercus","winifredae","Muscicapidae","Passeriformes"
"5000","Zoothera gurneyi","Zoothera","gurneyi","Muscicapidae","Passeriformes"
"5001","Ardea cinerea","Ardea","cinerea","Ardeidae","Ciconiiformes"
"5002","Strigops habroptilus","Strigops","habroptilus","Psittacidae","Psittaciformes"
"5003","Ixobrychus cinnamomeus","Ixobrychus","cinnamomeus","Ardeidae","Ciconiiformes"
"5004","Macronectes halli","Macronectes","halli","Procellariidae","Procellariiformes"
"5005","Dendrocitta frontalis","Dendrocitta","frontalis","Corvidae","Passeriformes"
"5006","Butastur liventer","Butastur","liventer","Accipitridae","Falconiformes"
"5007","Thryothorus superciliaris","Thryothorus","superciliaris","Troglodytidae","Passeriformes"
"5008","Sakesphorus bernardi","Sakesphorus","bernardi","Formicariidae","Passeriformes"
"5009","Thraupis bonairensis","Thraupis","bonairensis","Emberizidae","Passeriformes"
"5010","Synallaxis stictothroax","Synallaxis","stictothroax","Furnariidae","Passeriformes"
"5011","Geositta peruviana","Geositta","peruviana","Furnariidae","Passeriformes"
"5012","Veniliornis callonotus","Veniliornis","callonotus","Picidae","Piciformes"
"5013","Podiceps occipitalis","Podiceps","occipitalis","Podicipedidae","Podicipediformes"
"5014","Colaptes rupicola","Colaptes","rupicola","Picidae","Piciformes"
"5015","Nothoprocta pentlandii","Nothoprocta","pentlandii","Tinamidae","Tinamiformes"
"5016","Crypturellus cinereus","Crypturellus","cinereus","Tinamidae","Tinamiformes"
"5017","Speotyto cinicularia","Speotyto","cinicularia","Strigidae","Strigiformes"
"5018","Burhinus superciliaris","Burhinus","superciliaris","Burhinidae","Charadriiformes"
"5019","Larus serranus","Larus","serranus","Laridae","Charadriiformes"
"5020","Plegadis ridgwayi","Plegadis","ridgwayi","Threskiornithidae","Ciconiiformes"
"5021","Pipra chloromeros","Pipra","chloromeros","Pipridae","Passeriformes"
"5022","Neopelma sulphureiventer","Neopelma","sulphureiventer","Pipridae","Passeriformes"
"5023","Tyrannus niveigularis","Tyrannus","niveigularis","Tyrannidae","Passeriformes"
"5024","Tumbezia salvini","Tumbezia","salvini","Tyrannidae","Passeriformes"
"5025","Myiarchus semirufus","Myiarchus","semirufus","Tyrannidae","Passeriformes"
"5026","Muscigralla brevicauda","Muscigralla","brevicauda","Tyrannidae","Passeriformes"
"5027","Thamnomanes schistogynus","Thamnomanes","schistogynus","Formicariidae","Passeriformes"
"5028","Cymbilaimus sanctaemariae","Cymbilaimus","sanctaemariae","Formicariidae","Passeriformes"
"5029","Cyanocorax mystacalis","Cyanocorax","mystacalis","Corvidae","Passeriformes"
"5030","Icterus graceannae","Icterus","graceannae","Icteridae","Passeriformes"
"5031","Sula sp","Sula","sp","Sulidae","Pelecaniformes"
"5032","Metriopelia melanoptera","Metriopelia","melanoptera","Columbidae","Columbiformes"
"5033","Phalcoboenus megalopterus","Phalcoboenus","megalopterus","Falconidae","Falconiformes"
"5034","Falco sparveruis","Falco","sparveruis","Falconidae","Falconiformes"
"5035","Harpyhaliaetus solitarius","Harpyhaliaetus","solitarius","Accipitridae","Falconiformes"
"5036","Vanellus duvaucelii","Vanellus","duvaucelii","Charadriidae","Charadriiformes"
"5037","Ceyx erithacus","Ceyx","erithacus","Alcedinidae","Coraciiformes"
"5038","Clamator coromandus","Clamator","coromandus","Cuculidae","Cuculiformes"
"5039","Harpactes erythrocephalus","Harpactes","erythrocephalus","Trogonidae","Trogoniformes"
"5040","Caprimulgus macrurus","Caprimulgus","macrurus","Caprimulgidae","Caprimulgiformes"
"5041","Treron curvirostra","Treron","curvirostra","Columbidae","Columbiformes"
"5042","Ptilolaemus tickelli","Ptilolaemus","tickelli","Bucerotidae","Coraciiformes"
"5043","Alcedo meninting","Alcedo","meninting","Alcedinidae","Coraciiformes"
"5044","Merops leschenaulti","Merops","leschenaulti","Meropidae","Coraciiformes"
"5045","Nyctyornis athertoni","Nyctyornis","athertoni","Meropidae","Coraciiformes"
"5046","Cuculus micropterus","Cuculus","micropterus","Cuculidae","Cuculiformes"
"5047","Centropus benghalensis","Centropus","benghalensis","Cuculidae","Cuculiformes"
"5048","Aviceda leuphotes","Aviceda","leuphotes","Accipitridae","Falconiformes"
"5049","Accipiter trivirgatus","Accipiter","trivirgatus","Accipitridae","Falconiformes"
"5050","Haliastur indus","Haliastur","indus","Accipitridae","Falconiformes"
"5051","Rallina eurizonoides","Rallina","eurizonoides","Rallidae","Gruiformes"
"5052","Megalaima australis","Megalaima","australis","Capitonidae","Piciformes"
"5053","Picus chlorolophus","Picus","chlorolophus","Picidae","Piciformes"
"5054","Sphyrapicus","Sphyrapicus",NA,"Picidae","Piciformes"
"5055","Harpiprion caerulescens","Harpiprion","caerulescens","Threskiornithidae","Ciconiiformes"
"5056","Alectrurus tricolor","Alectrurus","tricolor","Tyrannidae","Passeriformes"
"5057","Myrmotherula urosticta","Myrmotherula","urosticta","Formicariidae","Passeriformes"
"5058","Schizoeaca moreirae","Schizoeaca","moreirae","Furnariidae","Passeriformes"
"5059","Thripophaga macroura","Thripophaga","macroura","Furnariidae","Passeriformes"
"5060","Phaethornis sp","Phaethornis","sp","Trochilidae","Apodiformes"
"5061","Neomorphus geoffroyi","Neomorphus","geoffroyi","Cuculidae","Cuculiformes"
"5062","Micropygia schomburgkii","Micropygia","schomburgkii","Rallidae","Gruiformes"
"5063","Myadestes leucogenys","Myadestes","leucogenys","Muscicapidae","Passeriformes"
"5064","Sterna hirundinacea","Sterna","hirundinacea","Laridae","Charadriiformes"
"5065","Chionis alba","Chionis","alba","Chionididae","Charadriiformes"
"5066","Haematopus ater","Haematopus","ater","Haematopodidae","Charadriiformes"
"5067","Charadrius falklandicus","Charadrius","falklandicus","Charadriidae","Charadriiformes"
"5068","Charadrius modestus","Charadrius","modestus","Charadriidae","Charadriiformes"
"5069","Phalacrocorax magellanicus","Phalacrocorax","magellanicus","Phalacrocoracidae","Pelecaniformes"
"5070","Macronectes giganteus","Macronectes","giganteus","Procellariidae","Procellariiformes"
"5071","Oreopholus ruficollis","Oreopholus","ruficollis","Charadriidae","Charadriiformes"
"5072","Patagioenas araucana","Patagioenas","araucana","Columbidae","Columbiformes"
"5073","Phleocryptes melanops","Phleocryptes","melanops","Furnariidae","Passeriformes"
"5074","Buteo brachyurus","Buteo","brachyurus","Accipitridae","Falconiformes"
"5075","Thripophaga modesta","Thripophaga","modesta","Furnariidae","Passeriformes"
"5076","Gyps coprotheres","Gyps","coprotheres","Accipitridae","Falconiformes"
"5077","Picumnus limae","Picumnus","limae","Picidae","Piciformes"
"5078","Suiriri islerorum","Suiriri","islerorum","Tyrannidae","Passeriformes"
"5079","Suiriri affinis","Suiriri","affinis","Tyrannidae","Passeriformes"
"5080","Furnarius cristatus","Furnarius","cristatus","Furnariidae","Passeriformes"
"5081","Cercococcyx montanus","Cercococcyx","montanus","Cuculidae","Cuculiformes"
"5082","Thripophaga baeri","Thripophaga","baeri","Furnariidae","Passeriformes"
"5083","Caprimulgus nubicus","Caprimulgus","nubicus","Caprimulgidae","Caprimulgiformes"
"5084","Grallaricula nana","Grallaricula","nana","Formicariidae","Passeriformes"
"5085","Amazilia violiceps","Amazilia","violiceps","Trochilidae","Apodiformes"
"5086","Saltatricula multicolor","Saltatricula","multicolor","Emberizidae","Passeriformes"
"5087","Pterodroma solandri","Pterodroma","solandri","Procellariidae","Procellariiformes"
"5088","Ptilopsis granti","Ptilopsis","granti","Strigidae","Strigiformes"
"5089","Tringa semipalmata","Tringa","semipalmata","Scolopacidae","Charadriiformes"
"5090","Chloephaga sp","Chloephaga","sp","Anatidae","Anseriformes"
"5091","Coscoroba coscoroba","Coscoroba","coscoroba","Anatidae","Anseriformes"
"5092","Tringa erythropus","Tringa","erythropus","Scolopacidae","Charadriiformes"
"5093","Galloperdix lunulata","Galloperdix","lunulata","Phasianidae","Galliformes"
"5094","Grus japonensis","Grus","japonensis","Gruidae","Gruiformes"
"5095","Chordeiles sp","Chordeiles","sp","Caprimulgidae","Caprimulgiformes"
"5096","Nothoprocta cinerascens","Nothoprocta","cinerascens","Tinamidae","Tinamiformes"
"5097","Megascops albogularis","Megascops","albogularis","Strigidae","Strigiformes"
"5098","Otus sp","Otus","sp","Strigidae","Strigiformes"
"5099","Ciconia nigra","Ciconia","nigra","Ciconiidae","Ciconiiformes"
"5100","Tauraco sp","Tauraco","sp","Musophagidae","Cuculiformes"
"5101","Circus ranivorus","Circus","ranivorus","Accipitridae","Falconiformes"
"5102","Nectarinia dussumieri","Nectarinia","dussumieri","Nectariniidae","Passeriformes"
"5103","Anthreptes neglectus","Anthreptes","neglectus","Nectariniidae","Passeriformes"
"5104","Serpophaga nigricans","Serpophaga","nigricans","Tyrannidae","Passeriformes"
"5105","Bradornis mariquensis","Bradornis","mariquensis","Muscicapidae","Passeriformes"
"5106","Oreomystis mana","Oreomystis","mana","Drepanididae","Passeriformes"
"5107","Aegithina viridissima","Aegithina","viridissima","Irenidae","Passeriformes"
"5108","Sterna striata","Sterna","striata","Laridae","Charadriiformes"
"5109","Pterocles namaqua","Pterocles","namaqua","Pteroclididae","Columbiformes"
"5110","Francolinus swainsonii","Francolinus","swainsonii","Phasianidae","Galliformes"
"5111","Mirafra albicauda","Mirafra","albicauda","Alaudidae","Passeriformes"
"5112","Oenanthe lugens","Oenanthe","lugens","Muscicapidae","Passeriformes"
"5113","Turdoides gymnogenys","Turdoides","gymnogenys","Muscicapidae","Passeriformes"
"5114","Turdoides hypoleucus","Turdoides","hypoleucus","Muscicapidae","Passeriformes"
"5115","Cercomela scotocerca","Cercomela","scotocerca","Muscicapidae","Passeriformes"
"5116","Telophorus zeylonus","Telophorus","zeylonus","Laniidae","Passeriformes"
"5117","Lybius minor","Lybius","minor","Capitonidae","Piciformes"
"5118","Cyanolyca pumilo","Cyanolyca","pumilo","Corvidae","Passeriformes"
"5119","Megascops barbarus","Megascops","barbarus","Strigidae","Strigiformes"
"5120","Galbalcyrhynchus leucotis","Galbalcyrhynchus","leucotis","Galbulidae","Piciformes"
"5121","Phalacrocorax sulcirostris","Phalacrocorax","sulcirostris","Phalacrocoracidae","Pelecaniformes"
"5122","Thaumastura cora","Thaumastura","cora","Trochilidae","Apodiformes"
"5123","Thaumatibis gigantea","Thaumatibis","gigantea","Threskiornithidae","Ciconiiformes"
"5124","Buteogallus aequinoctialis","Buteogallus","aequinoctialis","Accipitridae","Falconiformes"
"5125","Aethopyga gouldiae","Aethopyga","gouldiae","Nectariniidae","Passeriformes"
"5126","Aethopyga nipalensis","Aethopyga","nipalensis","Nectariniidae","Passeriformes"
"5127","Aethopyga saturata","Aethopyga","saturata","Nectariniidae","Passeriformes"
"5128","Anthreptes singalensis","Anthreptes","singalensis","Nectariniidae","Passeriformes"
"5129","Turdus litsitsirupa","Turdus","litsitsirupa","Muscicapidae","Passeriformes"
"5130","Turdus viscivorus","Turdus","viscivorus","Muscicapidae","Passeriformes"
"5131","Zoothera cameronensis","Zoothera","cameronensis","Muscicapidae","Passeriformes"
"5132","Prinia pectoralis","Prinia","pectoralis","Muscicapidae","Passeriformes"
"5133","Cutia nipalensis","Cutia","nipalensis","Muscicapidae","Passeriformes"
"5134","Cercomela schlegelii","Cercomela","schlegelii","Muscicapidae","Passeriformes"
"5135","Cisticola aridula","Cisticola","aridula","Muscicapidae","Passeriformes"
"5136","Cisticola rufilata","Cisticola","rufilata","Muscicapidae","Passeriformes"
"5137","Cisticola subruficapilla","Cisticola","subruficapilla","Muscicapidae","Passeriformes"
"5138","Cisticola tinniens","Cisticola","tinniens","Muscicapidae","Passeriformes"
"5139","Acrocephalus rufescens","Acrocephalus","rufescens","Muscicapidae","Passeriformes"
"5140","Bradornis infuscata","Bradornis","infuscata","Muscicapidae","Passeriformes"
"5141","Bradornis infuscatus","Bradornis","infuscatus","Muscicapidae","Passeriformes"
"5142","Camaroptera fasciolata","Camaroptera","fasciolata","Muscicapidae","Passeriformes"
"5143","Locustella luscinioides","Locustella","luscinioides","Muscicapidae","Passeriformes"
"5144","Lusciniola melanopogon","Lusciniola","melanopogon","Muscicapidae","Passeriformes"
"5145","Eremomela gregalis","Eremomela","gregalis","Muscicapidae","Passeriformes"
"5146","Graminicola bengalensis","Graminicola","bengalensis","Muscicapidae","Passeriformes"
"5147","Estrilda erythronotos","Estrilda","erythronotos","Estrildidae","Passeriformes"
"5148","Pseudhirundo griseopyga","Pseudhirundo","griseopyga","Hirundinidae","Passeriformes"
"5149","Hirundo dimidiata","Hirundo","dimidiata","Hirundinidae","Passeriformes"
"5150","Serinus scotops","Serinus","scotops","Fringillidae","Passeriformes"
"5151","Malaconotus lagdeni","Malaconotus","lagdeni","Laniidae","Passeriformes"
